ID,review,label,,
5236,Kisi Miskeen Ko Sadqa Dena 1 Sawab Aur Rishtay Daar Ko Sadqa Dena 2 Sawab Hai Aik Sadqa Ka Dosra Sila Rahmi Ka ,1,,
5237,TUJAY SOTAY MEIN BE SHARIF BROTHRON NAZAR AATAY HEN PAGAL HO HOA HAY,2,,
5238,hahaha  koi hal ni,2,,
5239,Jis ko Pakistan writers Guild ki janib se �EEE€�EEE Adamjee Adbi Award �EEE€�EEE ata kiya gaya,1,,
5240,is product ko buy zaroooooor ki jiye,,,
 Buhat acha hai ruzult is ka.,1,,,
5241,Sidq aur nigar dilchaspi se parhte the,1,,
5242,Mujhe aisa laga ke jaise moti tapak rahe hain,1,,
5243,arryy my kb shareef act krti hun ,2,,
5244, 1923 mein aik yatemm khana qaiym kiya,1,,
5245,Yar nice voice hai larkay ki zabardast,1,,
5246,Uzma shahbaz kay liy dua kar dnay plz,1,,
5247,good good good good good good good good good good good good good good good good good good good good good good good good good good good good good,1,,
5248,hahaha us din pit jana tha kasam se,2,,
5249,1948 mein Bradman ki “The Invicibles�?team ke bad Pakistan ki pheli team thi jo baghar koi match hare England se wapis palti,1,,
5250,Begherat laanti,2,,
5251,"To kiya deegar hum asar actors ki zati zindagi mein koi dramai pehloo nahein tha?Mohammed Ali Radio Pakistan Hyderabad pe mahaz aik sada kar they zina ba zina taraqi ki manzilein tay ker tey aur badey mokhalif ki tandi se mardana war moqabla ker te huye aik din intehai shan o shaukat se parda e semein par namudar huye kiya yeh aik daramai kahani nahein hai?Nazir Baig ko Karachi, Lahore, Pindi kahein bhi Radio ne ghas na dali aur unhein Bharat par ker ke Dhakey jana para jahan haftey mein aik adh bar Radio par gazal ganey ka moqa mil jata tha lakin jab Bharat kar Ihtesham ki nazr e karam iss noujawan par pari to film Chakori wajood mein aie aur wahi naujawan raton rat Pakistan ka hero number wan ben geya jisey ",1,,
5252,Bangladeshi Cricketers Shakib uL Hasan Tamim Iqbal Ne Pakistan Super League Main Shirkat Ki Khwahish Zahir Krdi Shane Warne Ne Big Bash League Main Wapasi Ki Tardeed Kar Di,1,,
5253,Masha Allah Agar aisy insan dunya mn aor hon gy to hamen koi mushkil nahi ho gi zindagi mn,2,,
5254,Jo items show karwatey hain wo he sale karin,2,,
5255,Good team,1,,
5256,Kuch arsaa qabal The Expendables ki aksbandi ke dauran actor Steve Austin ke sath aik scene ki aksbandi karwate hue stallone ki garden ki haddi buri tarah mutassir hui aur ab in ki garden mein metal ki plate laga di gai hai,2,,
5257,😁😁👍,1,,
5258,Angelina Jolie ki zindagi ke kai phelo hain lekin unhein khas tor par insan dost adakar ke tor par jana jata hai,1,,
5259,Allah kray doctor afia sadiqi pakistan aye refrendom ho aor doctor afia sadiqiWazeer a Azam bnay Ameen,1,,
5260,Koi to rook loooo,2,,
5261,Ali Rajwana dua karo hum 2ono milein,2,,
5262, Is peshraft ke baad 13 December 2006 “Brazilian Football Confederation�?ke us waat ke saddar “Ricardo Teixeira�?ne bazabta tor par muqabalon ke ineqad ki hami bharte howae Brazil ko FIFA ke samne bator umeedwar mulk pesh kia,1,,
5263,Mjhe messages nahi milra,2,,
5264,H ahahahah pir maza na ata shyd gheebat krny mei agr gunah na hta tou :p,2,,
5265,2004 mein inho ne dobara sadarti intekhab mein kamiyabi hasil ki.,1,,
5266,Awkward silence chaa gai,2,,
5267,Taham Baba e Urdu ki marqa nigari is saqam se pak hai,1,,
5268,Nusrat Fateh Ali Khan ne qawwali mein jiddat la kar Maghrib mein barhe peymane par is sanaf ko mutarif karwaya aur is ke sath sath maghrib ke naamwar mauseeqaron ke sath mil kar apne fun ka muzahira kiya,1,,
5269,Lekin is tarah ke waqeyat se Nisar Bazmi aur Noor Jahan mein badzani paida ho gai phir duniya ne ye bhi dekha ke Noor Jahan ne sazindon se Bazmi sahib ke leye kaam ka boycott karwa deya,2,,
5270,Such to h.pr Ab muhbty kaha h.agr koi scha b h to ro rha h ab to just time pas .muhbty h,2,,
5271, Goya yeh geographies America ki ittefaqia daryaft se pehle is ka ilm rakhte the aur is ki simt se bhi waqif the,1,,
5272,AYESHA Khan tb osy pyar ni tha ab ho gya tu kya kry wo,1,,
5273,Musharaf Jo pkdna chaye wohi hy kasoor vaar,2,,
5274,tum logon ko samjnye ka koi faida nahe jetna phr sheer nye he hai hum behas nahe kartye.....,2,,
5275,Usi dauran inho ne University of Southern California mein film direction ka mazmoon parhana shuru kar diya,1,,
5276,Jahangir apni shason mein kamyab rahe aur agle teen game sirf 30 minut ke ander jeet leay iss tarah Hint ki kamyabyon ka silsila khatam hua aur un ki jaga aik naujawan Pakistani ne le li,1,,
5277,Hahaha sahi baat ha,1,,
5278,"ALLAH PAK MAGHFIRAT FARMAI OR DARJAAT KO BULAND FARMAI... AAMEEN SUM AAMEEN...
YOU WILL ALWAYZzz BE REMEMBERED IN OUR HEARTS NAZIA...",1,,
5279,2 Afrad Janbahaq 3 Zakhmi Janbahaq Afrad Or Zakhmio Ko Hosp Muntaqil Kerdiya Gya,2,,
5280,"Mere qalb ki mujodah kefiyat ye hai ke wo to mujh tak pohanchti nahi, kisi tarah main us tak pohanch jaoon.",2,,
5281,Is muzahire ke bad peter grad mein hartaal hoi aur khawateen (women) ka ye ahtejaj is had tak phel gaya ke aik hafte ke andar Zar Nicolas dom medan chor kar bhagne par majbor ho gaya,1,,
5282,Allah aisy police walo ko tabbah kray gandy ghtya log,2,,
5283,Hm nai larte...hm gol maiz conferenc kar k sort out kar lete hain�?1,,,
5284,you mean to say that agar mushkil kam nahi hota to asan kam kar ke apna name bana lo,2,,
5285,allah tala jald se jald bhen se apna bhai mila de ameen sum ameen,1,,
5286,Krny wali baton pr tu kbi thnx ni bolyaaaaa😉,2,,
5287,Hadia kh,1,,
5288,"Allah ka shukrr ada karoo....Basbuhat karamat hai Allah k, k ye apni takmeel tak pahunch gaya",1,,
5289,Tu aa to sae dekh kia kia pilati😂😎😋,2,,
5290,hey u idiot 😠,2,,
5291,chory ki aolado ab ye batin apny pas rkho aur jail jany ki teyari kro,2,,
5292,Steven bhi apne walid ke sath Japan chale gaey aur wahin par martial art ki training lete rahe,1,,
5293,Hahahahahahahahahahahahahahaha ohhhh great,1,,
5294,Ohhh acha Wesy acha hua bk chng hogai bht booring te,1,,
5295,Feel kar speed bot ki <3,1,,
5296, Atemad ka vote hasil karne ke bad unhon ne dawa kiya ke main wozra uar beuoro crasi se teen mah mein nataij hasil karon ga,1,,
5297,Kanjar bhe in sey behter hain,2,,
5298,Acha,1,,
5299,"Black mein prime plus, puranay walay prime ki yaad dilata hai, lekin shukar hai kay features behtar hain ussay. 8MP camera ka result din aur raat dono mein bohat acha hai. Iski wifi ki speed aur behtar hai, aur phone pehlay se zyada responsive hai ",1,,
5300,In ke haan rewayat sebaghawat milti hai,1,,
5301,Amroz ke bad Ahmed Nadeem Qasmi Roznama Jang aur bad mein Karachi se nikalney waley Roznama Huriat mein colum likhtey rahey wafat ke bad se pehley tak woh Roznama Jang mein colum likh rahey they apni zindagi ke akhri 32 saal woh Lahore mein adbi adara majlis taraqi adab ke director rahey,1,,
5302,itna pitogi tm,2,,
5303,Pmln ne jo karna tha bohot karliya Pakistan ko kharab. ,2,,
5304,Agar main kitchen mein naya item banao to in ka radde amal kuch is tarah ka hota hai,1,,
5305,danto ka maslah hy bs ,2,,
5306,Ma ne jo result nikala ha k khud khary ho jao Inn k khilaf,1,,
5307,is kutay ko patrol chirak kar jala daina chahiya ta k ainda kisi ki jurat na ho,2,,
5308,Khas taur par wo tobacco ki masnoaat ki tasheer mein bohat sargaram rahe hain,1,,
5309,Apko kia masla he?Apky papa k pese the?,2,,
5310,NA122 Me Dhandli Ki Gayi To Hakumat Nahi Chalnay Dain Gay Imran Khan,2,,
5311,ALLAH HAMRI BEHAN KO AZADI ATA FERMA KAFIRON SE AMEEN,1,,
5312,inshallah zaror or jld apny watn me waps ay g,1,,
5313,aj show me ana plz me ap ko waha dekhunga,1,,
5314,Bilkul berra garhk uska 😃,2,,
5315,yar jaga chota he,2,,
5316,Yah phasti nahi phansa leti hai,2,,
5317,Aoa hakeem ji jab ap dua kary tuh meri liye achi ala jaga shadi hony i dua kar dy plz aur bhaio ki bi shadi ki dua abu ji ki sehat ki dua aur humari khushai dekhny ki dua kar dy su may meri do bhen saby ulad hony ki dua baki sab ky liye khar aur sehat ki dua aur her mutaji sy bechny ki dua kar dy plzzzzzz,1,,
5318,Zabardast mam ji,1,,
5319,"Septembr, 1947 men khorak ki qillat ko dour karne k lye 4750 tons chawal bhejne wale mulk ka nama tha''BURMA''",1,,
5320,:D nAi agar aAp ko ye martaba cahiye to aAp rakh sakti hEn np :),2,,
5321,In ke inteqal ke sadmey ki shiddat apni jagah thi  lekin isi saneha ki badaulat unho ne apne balbotey par zindagi guzaarne ka hunar seekh liya,1,,
5322,1966 mein jab Jerry Lewis 40 years ke ho gae to inhe jismani aazaa ki madad se comedy karne mein mushkil pesh aane lagi aur wo ziyada tar makalmon ka sahara lene lage,2,,
5323,"Jhoke Sial ko Abid Ali ke hawale se is leye bhi yadgar serial qarar diya jata hai ke awal to us ke zariye unhon ne apni shanakht banai, phir isi serial mein apne sath kaam karne wali Humeira Chudhry ko apna jewan sathi bhi bana liya jin se Abid Ali ki 3 betiyan hain aur teenon hi in dinon showbiz mein ala muqam par hain",1,,
5324,Or han in media walon ke baton main na aya karo ya apna pason ka lya logo ke life b tabah kar data ha . Or jo haq pa ho us ke koe awaz nahi,2,,
5325,Hahahhaha nai nai bachi py focus kro bs,2,,
5326,Beharhaal pechle dinon un ke Ranbir Kapoor se zordar mashqe ki khabren garam thein aur shadi ke imkanat bhi zahir kiye jarahe the,1,,
5327,Tu hum prha he kab ,2,,
5328,yehan bhi Jahangir Khan ney apna loha manwaya aur 13 tournaments mein sey 12 mein kamyabi hasil ki ,1,,
5329,mera anatomy main sir nay ye haal kia ha,2,,
5330," Urdu adab mein kahani likhne ke fun par Ashfaq Ahmed ko jitna aboor tha, wo kam logon ke hisse mein aya",1,,
5331," Hafee Jullandhury  mein Pak, Bharat jung 1965 mein Pakistan ke liye kaye Milli Naghmay likhe",1,,
5332, zahir hai ke aik balance diet aap ki karkardagi ko aage barhane mein mawin sabit hoti hai,1,,
5333,Qeyam-e-Pakistan ke bad ap afwaj-e-Pakistan mein director general of morals aur amoor-e-Kashmir ke nigran muqarrar hue,1,,
5334,Tu phr khenchti toh wohi jungliyon ki tarha hay ,2,,
5335, Ibrahim Ismail Chundrigar Bombay University ke nihayat zaheen talba shumar kiye jate the,1,,
5336,Iss kay sath sath unhon nay  Socialism ka bagor motala kia tha iss tarah woh ikhtaiarat ko markazi shakhsiyat ya markazi adaron kay pass jama kernay ka rojhan bhi rakhtay thay. ,1,,
5337,Dil har jy ge jano jiya,1,,
5338,hahahaha this is truesir se extra marks bhi tw liye phir ,1,,
5339,Ppp Walo ne Halat ki hai iski ye Kal rat Wale Halat me ,2,,
5340,Waise dadi bohat pyari hy sweet c :*,1,,
5341," Siyasat, mazhab, tasoof, saqafat aur adab jaise matnoo aur baaz auqaat mutazad mazameen par Kausar Niazi ko yaksaa dastaras hasil thi",1,,
5342,Ye product bilkul b achi ni ti....jb ye mery pas pohnchi yo ye tooti hui ti..,2,,
5343," Janab Shaukat Azizne bhi hasbe riwayat bhohat wade waed keye, intakhabi nare lagaye, wahan ke awam ko kuch khawab dekhaye lekin natija wohi dhak ke teen pat",2,,
5344,Zara side pe ana boht zor ki bitching a rai h 😂😂,2,,
5345,Laanat Hy tum jaisay beghairaton pe. ,2,,
5346,Allah in ko lambi umr de Ameen,1,,
5347,is ko zaroor dekha kare app ko haqeeqte dunya samjh ajaye ge,1,,
5348, Is tarah Hindustan ko azaad karane ki jaddojehad mein sath den,1,,
5349,inho ne Lebanon ki jung ke dauran israel fauj ko 10 lac dollar ki imdaad di thi,2,,
5350,Mahesh Bhatt Production ke sath mazeed flmen kerny ki khwahish hai kiun ke Mahesh Bhatt ko apny fankaron se kam lena ata hai,1,,
5351,Lol ye waqt batye g kay Go PtI hota kay nawaz,1,,
5352,Mere aur Meri family k liye Dua ki darkhawst he,1,,
5353,Gulistan e Johar Me Firing Se 2 Afrad Zakhmi ,2,,
5354,Ha kyuki sab hasne lag gye the nd apn toh gana gaye b ni the ,1,,
5355,"Main apne bachon ko bohat azaadi deti haon, jo ke shayad bohat se deegar waldain nahi dete.",1,,
5356,"Behtareen quality hai, bohat durable body hai jis sey andaza hota hai kay cheez payedar hai. Kaam mein bhi bohat effective hai.",1,,
5357,Isi wajah se is film ki aksbandi takheer ka shikaar ho gai,2,,
5358,HahahahahhaMera khoon khaul gaya dekh kai,2,,
5359,"Cricketer ki hasiyat se Intikhab Alam ne bowling, batting aur captain mein esa kuch khas zaror kiya hai jo tarikh mein un ka naam zindah rakhne ko kafi hai",1,,
5360,Super,1,,
5361,Kahan hai anum jaung shop,2,,
5362,Normal h. Ik brush bht acha h iska. Machine quality wise achi h.,1,,
5363,tmhy isliye tag kia kyu k is k end pe likha tha k 3 therkiis ko tag kren :D,2,,
5364,good,1,,
5365,Marlin Brando ne bhi apni sawanah hayat mein dawa kiya hai ke Marilyn Monroe se in ka bhi romance raha hai,2,,
5366,Zaahir hai gawaro say kon lar sakta haiWoh tou mic khaa jaati agar uska bas chalta ,2,,
5367, Iss zamane mein Jahangir ke khelaf aik match to keya aik game ya sirf aik point hasil kerna bhi un ke hareef ke leay fakhar ki bat samjhi jati thi,1,,
5368,Police Wala Jo garmi my khara dhop my apni duty day raha hai is awam ki hi khidmat kr raha hai. Is per in uniform hath uthaya batamizi ki vedio my saf nazar aa raha hai to wo police Wala maray ga nahi to aur kya kry ga..,2,,
5369,Lo g admin hum se puch rahin  ye to AAP sab ko bataen pata karke ,2,,
5370,Me uni enter hoi thi to Mera shoot ho Gaya...Sara time TM logon k Sath thi Chimgadar,2,,
5371,"stuff bht low ha, is price ma aisa he milay ga",2,,
5372,I would love to learn this art,1,,
5373, Nawaz Sharif nay 2 June 1993 ko qaumi assembly mein Mehran bank scandal mein Sadar Pakistan kay maluwis honay kay sabot faraham keye,2,,
5374,Haha. Awsm video kzn. Good one,1,,
5375,Me noon league ke supporter nahi magar is tarha kisi ko zaleel karna jaez nahi.,2,,
5376,Muharram Me 342 Imam Bargaho Me Se 61 Hassas Qarar 17558 Police Ahalkar 646 Van Or 426 Biker Pr Ahalkar Security Sambhalay Ge ,1,,
5377,Queen Elizabeth got no chill...Wifi ka password and ghar kiraye pe de dete was too hilarious ,1,,
5378,Sada abad rahe mere Hazrat G ka tasbeeh khana,1,,
5379,"Ataullah Niazi ko sunne walon ko zehni taur par pasmandah, nakhuwandah aur mauseeqi ka aamiyana zauq rakhne wala samjha jata tha",2,,
5380,Ofcourse they are responsible. But aise shows un perents k under aise khayalat or inaam jeetne ka lalach paida karwate hain to aese shows ka band hona b bht zaruri hai.,2,,
5381,Hindustan wapis aa kar unho ne kae qarebi doston ko tarjumey aur taleef ke kaam ki taraf raghib kiya,1,,
5382,kamzor ankhon kay liay yeh bari achee aijaad hai. Ankhon pe isko pehnn kay zorr kam parhta hai. Lens ki quality bhee achee hai aur labay chalne ki umeed rakhta hoon kiunkay achi quality per mustamil hain yeh.,1,,
5383,islami talimaat ky mutabiq hoona chaheay,1,,
5384,  best hgya yarr.,1,,
5385,"Log samajhte hain ke agar main kaam karna chahongi to Imran Khan mujhe mana karenge, halan ke haqiqat is ke bar aks hai, mujhe Imran ne kabhi aisa nahi kaha.",1,,
5386,"All her children need is "" itni achi shaarkain ""No educationNo healthNo justiceBass achi achi sharkain de do",2,,
5387,SIR APSE Bht umeeden hen sir,1,,
5388,Warna aisa kro apni oqaat me rehna seekho ,2,,
5389,Allah rahm farma,1,,
5390,"maar li shodi? :P
ab return; ho gay ya exit(1); kru? :3",2,,
5391,"Waldiyat ke khane mein Martin Edward Mortenson ka naam darj tha, lekin is ka pata namaloom tha",2,,
5392,Hollywood ki films ke rasiya afraad mein bhala kaun ho ga ke jo captain Jack Sparrow ka shehar aafaq kirdar nibhane wale zaheen o fateen actor Johnny Depp ke naam aur kaam se waqif na hon,1,,
5393,Lekin 1959 se Azam Khan ki kamyabyon aur kamranyon ka daur shooru huwa who char martaba mosalsal British open title jeetne mein kamyab huye jo aik bahat bara karnama tha,1,,
5394,Fazool shirt fazool print kabhi na kharidna,2,,
5395, Markaz aur suba Punjab kay darmyan kashidgi ki fiza baqarar rahi ta waqat kay 6 August 1990 kay roze Sadar Ghulam Ishhaq Khan nay Benazir Buttu kid hukumat khatam kar deya,2,,
5396,Ya ALLAH zalimeu ko tabia o birbade kre day aor SHAMI Maslmaneo ke madid farma Ameen Suma Ameen,1,,
5397,Parents ko bhi ehsas hona chaya wo kyun bhejtay hain istarah k program mai,2,,
5398,Hahaha... ye b thek he... sb kha len ge but saas to saas hoti he na... use kon smjaey ga... ,2,,
5399,General Raheel Sharif Command Staff aur Instructional taqaruriyon ka wasi tajurba rakhte hain,1,,
5400,1 Lac 55 Hazar Logon Ko Rescue Kia Gaya ,1,,
5401,Ye Sochen K Aap Wo Khush Naseeb Hu Jise ALLAH Ne Azmaish K Qabil Samjha ,1,,
5402,Inho ne fast bowling mein wo khobsurti paida ki,1,,
5403,Love you lahore qalander tum jeeto ya Haro we will support you dam ma dam mast,1,,
5404,ab aunty dekh rahee hogi taraaaakkiii after flooding ,2,,
5405,"Chalo koi ni beharhal ham Ko sara kuch siasatdano k hawaly ni karna chahye, hm khud b Pakistani hain, jahan jis b banday Ko galat karty daikho us k khilaf bat karo chahy koi b ho.",1,,
5406,Insidad e Dehshatgardi Ki Adalat Ne MQM Liaquattbd Sector K 2 Karkuno Ko 90 Roza Jismani Remand Pr Rangers Ka Hawalay Kar Diya ,1,,
5407,Ahle Kitab Ho Kar Bhi Tum Logo Ko Neki Ka Hukum Kar K Khud Ko Bhol Jatay Ho Kia Tum Samajhtay Nahi ,2,,
5408,1890 mein jab Helen Keller ki umar 10 saal thi to us ki ustani us ko mukhtalif mashkein karati thi jin ki madad se Helen Keller mukhtalif English horf e tahaji ki awazein likalne ke qabil ho gai taham wo bhar por awaz na likal sakti thi aur us ke bole howe alfaz sirf us ki ustani hi samajh sakti thi.,1,,
5409,pyari baat,1,,
5410,Bahut achi bat hai thanks,1,,
5411,Tumhari ama ko na??,1,,
5412,nashy si charh gayi,2,,
5413,Hahaha peechay logon ko dekh dekh kar aur hassi aa rahi thi XD,1,,
5414,CNG Pr Chalne Wali School Vans K Khilaf Karwai 4th Sep Tk Moakhar ,2,,
5415,Bazmi sahib akhiri waqat tak khafa rahe,2,,
5416," Jahan Farooq Sheikh ko heart attack hua, jo is basalahiyat actor ko paristaron se Judah kar gaya",2,,
5417,ALLAH LAMBI UMAR DE ..... Ameen,1,,
5418,1 Chori 2 Choghli 3 Jhoot ,2,,
5419,Yes program bnd hona chahiye,2,,
5420,vote nahi Dena . But check the advertising skills. Bik gaya vote ,2,,
5421,Gajar K Bakasrat Istemal Se Masanay Aor Gurday Ki Pathri Toot Jati Hai Aor Reza Reza Ho Kar Peshab K Rasty Nikal Jati Hai ,2,,
5422,"Question: Aik zamana tha ke squash mein Australian khilari chaye howae the, is ke bad Jahangir aur Jan Sheer ne hukumrani ki, phir Misr ke khilari samne aaye, lekin paistani khilari top 10    ya top 20 mein nazar nai aate?",2,,
5423,haha arsal ne kese pakra tha ajiya dar gai thi,2,,
5424,Malir Chatai Ground Se 1 Bache Ki Lash Baramad ,2,,
5425,Acha hota ap Meri call pick ker lete.,1,,
5426,Express Way Se 1 Shaks Ki Tashadud Zada Lash Baramad ,2,,
5427,Please dua Karen Meri beti jo itni zidi Hai wo thek ho jy,1,,
5428," Inho ne Mohammad Ali Jinnah his speeches and writing : An Ambassador of Unity : ke unwaan se jo kitaab likhi thi, use Quaid e Azam Mohammad Ali Jinnah ki awwalin sawanah umri samjha jata tha, jis mein 1912 se 1917 ke dauran ki jane wali speeches aur writings ke hawale se Quaid e Azam ko zabardast khiraaj e tehseen pesh kiya gaya",1,,
5429,Is ke bad Steven Seagal ki lagataar 3 films box office par kamiyabi ke jhande garhne meinkamiyab rahin,1,,
5430,Lanat hy police walo py 😒,2,,
5431,Firing Aur Pur Tashadud Waqiat Me 95 Afrad Qatal  ,2,,
5432,Astagfar,2,,
5433,Hahahahaha wah,1,,
5434,"Kahan say paya hai ye andaaz ap nay , hamain to apna ashiq bna lia",1,,
5435,Great day for whole Pakistan,1,,
5436,Anmol khazana me Quran e pak ki kuch khas ayatien ikhtii krk parhni hy,1,,
5437,Isi baat ka faida uthaty ho na ,2,,
5438,Bilawal Zardari Ki Amad Pr Marizon Ka Lady Reading Hospital Me Dakhla Band Awam Ka GO Bilawal GO Ka Nary Police Ka Lathi Charge ,2,,
5439,Allah pak maray murshad ke our maray murshed ke tmam alloulad our poray nezam ke our inke qiamat tak aanay waly naslooke sada hifazat farmay,1,,
5440,Oh my God... Kitnaa beauty ho yr.. killer eyes,1,,
5441,Chundrigar ne Muslim league ke leader ki hesiyat se tehreek e Pakistan mein nihayat fa’aal kirdar adaa kiya,1,,
5442,Lol insult walay comments b tou parho cheapo :l,2,,
5443, Rahmet ne apne khandan ke buzurgon aur Pakistan Inter National Air lines ke ohdedaron ko razi ker leya ke England jaker hi Jahangir woh sare ezazat hasil ker sakta hai jis ki sab ko tamanna hai Rahmet Khan ko ejazat to mil gai lakin ajpne mansoobe ko amli jama pehnane ke leay unhein do sal ki mohlet di gai,1,,
5444,Lakin Jhot Nahi ,1,,
5445,Allaha apny Ghar ke khud ifazat frma sakty han.bessak,1,,
5446,Sub Ko KHUDA Yaad Aa Gaya ,1,,
5447,Sab ka bhallah sab ki khair,1,,
5448,Jo hota achy K liye hota ha,1,,
5449,Tahaffuzat K Sath NA 122 Ka Nataij Tasleem Kartay Hen Voton Ki Muntaqili K Suboot Milay To Bharpur Ehtijaj Karenge ,2,,
5450, Itna kisi hum asar batsman ne na kiya hoga,1,,
5451,"Great msg 
keep it up  ",1,,
5452,"Ab BLUES CLUES to khelnay se to rahay, behtar ye jana k aik fehrist tayar ki jaye.",1,,
5453,2 baras ki shaded jido jehad ke bad unhen Afzal Ahmed Karem Fazli ne apni film “Esa bhi hota hai�?ke leye muntakhib kiya,1,,
5454,MashaAllah.,1,,
5455,Toba meri Ya Allah,2,,
5456,In mein mauseeqi ka shauq paida hua to inho ne gungunana shuru kar diya,1,,
5457,Ghalib ki shayari part dar part aur teh dar teh kholti chali jati hai,1,,
5458,Exactly😂😂,1,,
5459,Kasy kasy log hain na iss dunia main..Allah sab ko apni hifaz o aman main rakhy..Ur hum sab ko neik hidayat naseeb farmaye Aameen,1,,
5460,Dunya Me Aag Lagao Gay To Apna Ghar Bhi Lapait Me Aaye Ga America Europe Apni Policies Per Nazr e Sani Karen,2,,
5461,bahi thori british english b use karlo.,2,,
5462,"Ana Molka ne landscape, philosophical aur mazhabi paintings, drawing aur mono mantel painting ke beshumar namone bator yadgar chore hain.",1,,
5463,Film “ishq par zor nahi�?ka ye geet sun kar bhi log jhoom uthte hain “dil deta ro ro duhai kisi se koi payar na kare,1,,
5464,Ya Allah madad,1,,
5465,Mubark ho akhir jeet he gy,1,,
5466,Masha allah Ramzan me to or b norani chera dekh rha hai.,1,,
5467,good,1,,
5468,Is shadi ka anjaam 2 baras bad he divorce ki soorat mein nikla,2,,
5469," Yeh aohda aap ke liye barha aezaaz tha, kyun ke Quaid e Azam Mohammed Ali Jinnah bhi Bombay Muslim league ki aik branch ke aeham rukun the",1,,
5470,Nahi ye galat he ..Allah humen 70 maa se b ziyada piyar karte hen.so plz post soch k share Karen.thanx,1,,
5471,Woh to MASHA'ALLAH se meri qabliat Hai.. ,1,,
5472,Yar jeet jana ab har k bahir na hojana,1,,
5473,Sabiq Chief Justice Iftikhar Chaudhry Ka Siyasat Me Aanay Ka Elaan Apni Jamat Banaunga Quetta Mera Ghar Hai Yahan Se Aghaz Hoga ,2,,
5474,Asy logo py lanat ho jo asy kam krty han,2,,
5475,Kaminii😂tum ao tumhy bethny bhi nae dena mene aty e tere hath mein deni mne😂😂😂,2,,
5476,Mar doo goli aus ashiq ka jo aap ka na howa kabi,2,,
5477,Bhai ki ijaat doba di bhancho ,2,,
5478,"#Admin So why dont you go and stop that.Well, first thing are you 100% sure k ye sara pesa corruption ka he?Q k kisi pay jhuti tohmat laga bhi guna he.Or let me make you sure that Im sporting any party k mein kisi k favouritism mein bolun.Baat sirf ye heWe people just know k Facebook k pages keasy banane hein.Or phir her cheezon pay tabseray keasy kernay hein.Practically kucch bhi nhi kerna.",2,,
5479,Korangi K Area Me Daketi Mazehmat Per Ashfaq Nami Shaks Zakhmi ,2,,
5480,Good,1,,
5481,Pimple mary face pr bhut hn in ka koe hal.,2,,
5482,Ye tu wahan hain na Pakistan main nahi kash hoti aj meray shohar bi zinda hotey meray sath hotey wo ye sab dekh kar dil bohat roya hai mera main dekhti rehay gayi aur meray shohar meray hathou main hi khatam ho gaye thay,2,,
5483,"Kia sadgi hai bilkul sunnat ke mutabiq , Pakistan ke ghareeb logon ko chahiye ye sadgi apna en ",1,,
5484,Woh Shakhs Zaleel Ho Jis Ne Ramzan Ka Maheena Paya Aur Apni Maghfirat K Liye Kuch Bhi Nahi Kia ,2,,
5485,Allah apny bandy ko 70 Maaaon sy zada pyaar krta hy is liye hmaari taqdeer kbhii buri ni hoskti,2,,
5486,is kuty ke kia jurat thee kash yahan qanoon hota hum khud ghalat hain,2,,
5487,Hahah meri koi czn ni meri jitni ..3 saal baad ho ni skti q ka abhi university ma b ni gya,1,,
5488,Bolti rho jo mrzi mai Kia krun,2,,
5489,mery dany ban jate hen lemon se,2,,
5490,"Bohat achi ghari hai. Iski tou price bhee bohata chee hai. Meray saray dostoun mein mujhse pooocha iskay baray mein. Meine tou abhee iskay uper se sticker bhee nai utara. Iskay leather ki quality se mein khush hoon, bohat mazboot ghari hai. Aur bhari bhee itnee nai hai :)
",1,,
5491, Ibrahim Ismail ne apni ibtedai taleem Ahmadabad ke school mein hasil ki aur college ki taleem ke baad Bombay University mein aa gaey,1,,
5492,hahahaha insaaan tou hy na q jangli hy :p,2,,
5493,Kinza hanste huwe tu bht buri lagti ha or bolta huwa tu us sa bhi zada zehar i hate u kinza and masooma,2,,
5494,sahi hai wallah dil tut gya bachon ka ,2,,
5495,Allah marye bcho k naik nseeb karye ameen,1,,
5496, Condoleezza Rice par is hawale se bhi tanqeed ki jati hai ke inho ne he America ke khilaaf sargarmiyon mein mulawwis alqaida ke arkaan ke khilaaf �?water boarding �?jaise azziyat rasani ke jadeed aur mohlik tariqe istemal karne ki tajveez Bush administration se manzoor karai thi,2,,
5497,Tujhe pata kese chale ga pagle ,2,,
5498,Karachi K Badalte Hue Halaat Or Nit Nayi Faida Mand Offers Se Bakhabar Rahiye Bilkul Free ,1,,
5499,Azam Khan bare mehnati aur housla wale khelari thay,1,,
5500,Dope peene k lye achi jaga hai ,1,,
5501, Awww haye bichari :p,2,,
5502,Ye to tatti h,2,,
5503,MQM Ko Mulk Me Phelnay Se Roknay K Lye Aaj Tak Propaganda Jari Hai ,2,,
5504,Sirf ye channel hi nahi baqi channels p shadiyou k bahany yehi kuch hota hy .pemra hy kaha....,2,,
5505,Ur h ya ni lakin ezt kerna wo janti h,1,,
5506,thank u uncle anty 😘😘 warna mai incmplte rh jati 😅😅,1,,
5507,Allah mery bety wajahat Hussain or Meri nasloon k ilm me izafa kry or kamyabi ata kary Ameen,1,,
5508,dars ko sadqa jariya ki neyat se share karain ummat ka nafa hoga jahan tak pegham jaye ga,1,,
5509,good ap nae dil jeet laya thank u bhai jan ilove u,1,,
5510,Insan k name pe daolat k pujari hain sb agr smjh sko smjh lo . .,2,,
